CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalUnits,Country,Cluster,Segment
14265,109,2,530.18,17.10258064516129,330.0,Unspecified,2,At-Risk Customers
18159,301,1,530.15,23.05,139.0,United Kingdom,2,At-Risk Customers
14002,134,2,529.73,11.270851063829788,877.0,United Kingdom,2,At-Risk Customers
17429,128,3,524.9200000000001,13.459487179487182,624.0,United Kingdom,2,At-Risk Customers
15891,227,1,524.52,8.459999999999999,442.0,United Kingdom,2,At-Risk Customers
12863,52,1,521.2,104.24000000000001,188.0,United Kingdom,2,At-Risk Customers
15149,134,1,520.8000000000001,22.643478260869568,128.0,United Kingdom,2,At-Risk Customers
14873,210,1,519.68,18.56,168.0,United Kingdom,2,At-Risk Customers
16650,72,1,518.42,21.60083333333333,372.0,United Kingdom,2,At-Risk Customers
15030,72,2,518.28,74.03999999999999,372.0,United Kingdom,2,At-Risk Customers
16135,263,1,517.55,24.645238095238092,209.0,United Kingdom,2,At-Risk Customers
13043,273,1,516.42,39.72461538461538,254.0,United Kingdom,2,At-Risk Customers
12811,261,3,514.85,16.608064516129033,230.0,Portugal,2,At-Risk Customers
15246,238,2,514.15,15.58030303030303,247.0,United Kingdom,2,At-Risk Customers
13005,174,2,513.7,19.75769230769231,172.0,United Kingdom,2,At-Risk Customers
17513,72,1,513.2,85.53333333333335,254.0,United Kingdom,2,At-Risk Customers
17805,74,1,512.31,51.230999999999995,478.0,United Kingdom,2,At-Risk Customers
17480,78,1,511.82,17.64896551724138,338.0,United Kingdom,2,At-Risk Customers
12582,239,2,511.36,23.243636363636366,300.0,Finland,2,At-Risk Customers
12436,100,1,509.01,31.813125,211.0,Norway,2,At-Risk Customers
15417,85,1,508.8,18.17142857142857,284.0,United Kingdom,2,At-Risk Customers
17391,164,2,508.8,169.6,480.0,United Kingdom,2,At-Risk Customers
14317,65,1,508.58000000000004,21.190833333333334,255.0,United Kingdom,2,At-Risk Customers
17958,117,1,508.4599999999999,72.63714285714285,84.0,United Kingdom,2,At-Risk Customers
17415,80,1,507.84,36.27428571428571,114.0,United Kingdom,2,At-Risk Customers
13885,189,2,506.8,18.1,182.0,United Kingdom,2,At-Risk Customers
16614,183,1,506.19,19.468846153846155,223.0,United Kingdom,2,At-Risk Customers
14014,77,1,505.18,12.953333333333333,1076.0,United Kingdom,2,At-Risk Customers
17630,170,2,503.59999999999997,19.369230769230768,158.0,United Kingdom,2,At-Risk Customers
15006,51,1,502.09,3.486736111111111,302.0,United Kingdom,2,At-Risk Customers
13116,138,1,501.14,16.704666666666665,291.0,United Kingdom,2,At-Risk Customers
15389,172,1,500.0,366.75344696969756,400.0,United Kingdom,2,At-Risk Customers
14958,147,3,499.68,11.897142857142857,129.0,United Kingdom,2,At-Risk Customers
15193,61,1,499.32,26.28,144.0,United Kingdom,2,At-Risk Customers
17053,131,1,498.48,38.34461538461539,122.0,United Kingdom,2,At-Risk Customers
17298,101,2,498.42,16.614,387.0,United Kingdom,2,At-Risk Customers
16820,96,1,497.61,19.138846153846153,307.0,United Kingdom,2,At-Risk Customers
15300,64,1,496.44,17.73,292.0,United Kingdom,2,At-Risk Customers
17374,219,2,495.77,17.706071428571427,85.0,United Kingdom,2,At-Risk Customers
15448,313,1,494.64,17.665714285714284,232.0,United Kingdom,2,At-Risk Customers
17333,86,1,494.25,17.651785714285715,375.0,United Kingdom,2,At-Risk Customers
12763,138,2,494.08,27.448888888888888,316.0,Japan,2,At-Risk Customers
14270,332,1,492.65000000000003,16.98793103448276,197.0,United Kingdom,2,At-Risk Customers
15507,172,1,492.36,10.703478260869565,162.0,United Kingdom,2,At-Risk Customers
14236,81,2,490.86,32.724000000000004,310.0,United Kingdom,2,At-Risk Customers
15000,48,1,490.52,6.37038961038961,218.0,United Kingdom,2,At-Risk Customers
18074,374,1,489.6,37.66153846153846,190.0,United Kingdom,2,At-Risk Customers
12809,178,1,489.31,19.572400000000002,220.0,Portugal,2,At-Risk Customers
14396,65,2,487.99,6.684794520547945,225.0,United Kingdom,2,At-Risk Customers
15165,373,1,487.75,18.064814814814813,160.0,United Kingdom,2,At-Risk Customers
16643,246,1,487.51,18.055925925925926,269.0,United Kingdom,2,At-Risk Customers
13338,158,1,487.02,25.632631578947368,256.0,United Kingdom,2,At-Risk Customers
13675,151,2,486.82000000000005,19.472800000000003,330.0,United Kingdom,2,At-Risk Customers
12639,239,1,486.1,22.095454545454547,201.0,Sweden,2,At-Risk Customers
15109,246,1,484.95,17.319642857142856,131.0,United Kingdom,2,At-Risk Customers
16518,61,2,484.32,12.108,327.0,United Kingdom,2,At-Risk Customers
14130,319,1,483.86,7.221791044776119,258.0,United Kingdom,2,At-Risk Customers
13531,205,2,483.8,21.990909090909092,174.0,United Kingdom,2,At-Risk Customers
14147,78,2,483.4,96.67999999999999,108.0,United Kingdom,2,At-Risk Customers
14450,181,3,483.25,12.08125,241.0,United Kingdom,2,At-Risk Customers
16603,75,2,482.47,14.19029411764706,480.0,United Kingdom,2,At-Risk Customers
16693,69,2,482.01,8.0335,204.0,United Kingdom,2,At-Risk Customers
15091,68,1,480.71,16.023666666666667,346.0,United Kingdom,2,At-Risk Customers
16812,361,1,479.35,31.956666666666667,81.0,United Kingdom,2,At-Risk Customers
15589,256,3,478.53000000000003,16.501034482758623,243.0,United Kingdom,2,At-Risk Customers
12644,130,1,477.91,15.416451612903227,325.0,Germany,2,At-Risk Customers
14320,207,2,477.79,15.412580645161292,325.0,United Kingdom,2,At-Risk Customers
12447,243,1,476.49,18.326538461538462,190.0,Belgium,2,At-Risk Customers
